ID,Question,Label,SKnowGPT
11,"Doctor, I have been experiencing frequent vomiting and difficulty in passing stool. I also feel full after eating a small amount of food.","Based on your symptoms, it sounds like you may have pyloric stenosis. We need to conduct several medical tests to confirm the diagnosis. We will start by ordering a radiographic imaging procedure, a complete blood count (CBC) and a blood test for kidney function. We also need to check your electrolytes panel, glucose level and replace your fluids intravenously. Patient Okay, doctor. Thank you for explaining the required medical tests. Can we start with the radiographic imaging procedure?","Based on the symptoms you have described, it is possible that you may be experiencing a gastrointestinal issue. It is important to consult with a healthcare professional for a proper diagnosis and treatment plan. In the meantime, try to stay hydrated and avoid foods that may exacerbate your symptoms."
12,"Doctor, I have been experiencing pain in my mouth and my saliva glands seem to be swollen. I think I might have a salivary gland disorder.","In order to diagnose your condition, we will need to perform a complete physical skin exam, interview, evaluation, and consultation. Additionally, we may need to perform a biopsy or excision to examine the affected area. Diagnostic procedures may also be required on your nose, mouth, and pharynx. We should also measure your Hemoglobin A1c to check for any potential complications related to diabetes. Furthermore, physical therapy exercises may help manage your symptoms.","Based on the symptoms you have described, it is possible that you may have a salivary gland disorder. To confirm this, I recommend undergoing a complete physical skin exam, other diagnostic procedures, biopsy, excision, diagnostic procedures on the nose, mouth, and pharynx, and hemoglobin A1c measurement. Additionally, you may need to consider physical therapy exercises. In terms of treatment, medications such as Desflurane, Cefadroxil, Rocuronium, Biotin, Entacapone, Meloxicam, Pramipexole, Dicyclomine, saliva substitutes, Mequinol-Tretinoin topical, and Bleomycin may be necessary."
13,"Hello doctor, I have been experiencing severe pain in my joints and stiffness in my neck and lower back. I also feel numbness and tingling sensation in my arms and legs. ","Based on your symptoms, we need to conduct a few medical tests. We'll start with a plain x-ray and radiographic imaging procedure to get a closer look at your joints and spine. After that, I recommend physical therapy exercises to help reduce the pain and stiffness. We'll also need to examine your foot and conduct other diagnostic procedures, including an interview and evaluation, to assess your overall health. In addition, we may need to apply a splint and conduct physical therapy exercises, manipulation, and other procedures to help manage your symptoms.","Based on the symptoms you have described, it is important to consider the possibility of Lyme disease, Meningitis, and Lumbago. To confirm the diagnosis, I recommend conducting medical tests such as Lyme disease antibody test, Lumbar puncture for cerebrospinal fluid analysis, and imaging studies like MRI or CT scan of the spine. It is crucial to seek medical attention promptly for further evaluation and appropriate management."
14,"Doctor, I have been experiencing some unusual symptoms lately, like fatigue, weight gain and increased thirst. I'm worried I might have a metabolic disorder.","Based on your symptoms, I would recommend conducting some medical tests. We should start by performing some hematologic tests, a lipid panel, a glucose measurement, and a hemoglobin A1c measurement. Additionally, we will need to perform a complete physical skin exam, an ultrasonography, and a mammography to help diagnose your condition further. These tests will help us understand your condition better and determine an effective treatment plan for your metabolic disorder.","Based on your symptoms of fatigue, weight gain, and increased thirst, it is possible that you may have a metabolic disorder. To confirm this, I recommend undergoing medical tests such as hematologic tests (blood test), lipid panel, glucose measurement (glucose level), hemoglobin A1c measurement (hemoglobin a1c test), complete physical skin exam, ultrasonography (ultrasound), and mammography. Treatment for metabolic disorder may involve medications like potassium citrate, ursodiol (Urso), exenatide (Byetta), alglucosidase alfa (Myozyme), levocarnitine, fenofibric acid (Trilipix), and raltegravir (Isentress). It is important to consult with a healthcare provider for proper diagnosis and treatment."
15,"Hi Doctor, I'm experiencing some discomfort in my vaginal area and discharge that has a foul odor. I think I might have vaginitis.","I see. To diagnose vaginitis, we will need to perform a pelvis exam and a urinalysis. We will also need to do a standard pregnancy test, a chlamydia test, an examination of your breast, and a microscopic examination of your vaginal discharge which includes a bacterial smear, culture, and toxicology. Additionally, we'll need to perform a pap smear.","Based on your symptoms of discomfort in the vaginal area and foul-smelling discharge, it is possible that you may have vaginitis. To confirm this, I recommend undergoing a pelvis exam, urinalysis, chlamydia test, microscopic examination, and Pap smear. Treatment for vaginitis may involve medications such as Clindamycin Topical Product, Boric Acid Topical, Cefixime, Nystatin-Triamcinolone Topical, Tinidazole, Metronidazole, Fluconazole, Terconazole Topical, Miconazole Topical Product, and Betamethasone-Clotrimazole Topical."
16,"Doctor, I have been experiencing fainting, dizziness, and shortness of breath lately. My heart rate also seems to be fluctuating between fast and slow. What could be the problem?","It is possible that you may be suffering from Sick Sinus Syndrome. To confirm the diagnosis, the required medical tests include an Electrocardiogram, Ultrasonography, Echocardiography, and a Lipid panel. Additionally, we may need to conduct a diagnostic cardiac catheterization, coronary arteriography, and a depression screening.","Based on your symptoms of fainting, dizziness, shortness of breath, and fluctuating heart rate, the problem could be related to Arrhythmia. Arrhythmia can cause fainting and dizziness, which may lead to shortness of breath. It is important to consult with a healthcare provider for further evaluation and possible tests such as an ECG (Electrocardiogram) to confirm the diagnosis and determine the appropriate treatment."
17,"Doctor, I've been experiencing continuous ringing in my ears for the past few weeks. I'm quite worried about it. ","I see. Well, we need to do a few tests to determine the cause of your tinnitus. I recommend an ophthalmologic and otologic diagnosis and treatment for your ears. In addition, we need to conduct a Magnetic Resonance Imaging (MRI) test. It would also be helpful to perform other diagnostic procedures on your ear, nose, mouth, and throat. We may also need to do other therapeutic ear procedures or other physical therapy and rehabilitation if required. And finally, we may need to do other diagnostic and therapeutic nervous system procedures as well.","Based on the symptoms you have described, it is possible that you are experiencing tinnitus of unknown cause. To confirm this, I recommend undergoing medical tests such as ophthalmologic and otologic diagnosis and treatment, magnetic resonance imaging (MRI), therapeutic ear procedures, physical therapy and rehabilitation, diagnostic procedures on the ear, diagnostic procedures on the nose, mouth, and pharynx, as well as other therapeutic nervous system procedures. In terms of treatment, medications like Aluminum Sulfate-Calcium Acetate Topical, Almotriptan (Axert), Ciclesonide Nasal, Dexamethasone Ophthalmic, Magnesium Chloride, Azelastine Nasal, Salmeterol, Levocetirizine (Xyzal), Ginkgo Biloba Extract (Ginkgo), Iodoquinol, and Benzalkonium Chloride Topical may be necessary."
18,"Doctor, I have been experiencing eye pain and blurred vision, and I am afraid it might be glaucoma. What tests should I take to confirm the diagnosis?","Based on your symptoms, it is necessary to conduct an ophthalmic examination and evaluation through an eye exam. This will help us diagnose and treat any ophthalmologic or otologic condition. Further therapeutic procedures, such as diagnostic procedures on the eye, glaucoma procedures, and other intraocular therapeutic procedures, may also be needed after the initial evaluation. Additionally, lens and cataract procedures, as well as other therapeutic procedures on the eyelids, conjunctiva, and cornea may be required to address any complications stemming from the condition.","In order to confirm whether you have glaucoma or not, I would recommend undergoing an ophthalmic examination and evaluation. This test will help in diagnosing and determining the appropriate treatment for your eye pain and blurred vision."
19,"Doctor, I believe I have been suffering from an eating disorder for a while now. I feel like my relationship with food has become extremely unhealthy, and it's affecting my mental health as well. I often find myself obsessing over my weight and food intake, and I don't know how to stop.","It sounds like you may benefit from several medical tests to assess your condition. As a first step, psychotherapy and mental health counseling could help you work through any underlying emotional issues that may be contributing to your eating disorder. Additionally, a depression screen could help determine if any mood disorders need to be addressed. A psychological and psychiatric evaluation and therapy could provide a more comprehensive understanding of your mental health status. Lastly, an occupational therapy assessment (speech therapy) could help determine if any additional interventions, such as speech therapy, could benefit you.","Based on your symptoms and concerns, it is possible that you are suffering from an eating disorder. It is important to address this issue as it can have negative effects on both your physical and mental health. I recommend seeking help from a healthcare professional who specializes in eating disorders. They may suggest treatments such as psychotherapy, mental health counseling, and medication to help manage your symptoms. It is important to address these issues as soon as possible to prevent further complications."
20,"Hi, doctor. I think I have Pyelonephritis. I've been experiencing pain in my lower back and side, fever, chills and frequent urination. ","Based on your symptoms, it is possible that you have Pyelonephritis. We will need to run some medical tests to confirm the diagnosis. We will start with an urinalysis, hematologic tests, and a complete blood count. We may also need to give you intravenous fluid replacement to help with the infection. In addition, we may need to do a radiographic imaging procedure to examine your kidneys, and kidney function tests and glucose measurement to ensure that your kidneys are functioning properly.","Based on the symptoms you have described, it is possible that you may have Pyelonephritis. To confirm this diagnosis, I recommend undergoing medical tests such as urinalysis, hematologic tests, complete blood count, intravenous fluid replacement, radiographic imaging procedures, kidney function tests, and glucose measurement. It is important to consult with a healthcare professional for proper evaluation and treatment."
21,"Doctor, I have been experiencing chronic pain for a few months now.","I'm sorry to hear that. Based on your symptoms, we need to run some medical tests. We would first require a Magnetic resonance imaging (MRI) of your affected area to get a clear picture of what is causing the pain. We would also need to perform a Lipid panel to check for any underlying conditions that might be contributing to your pain. Lastly, Physical therapy exercises (Exercises) would be required to help alleviate the pain. If required, we may also consider Insertion of catheter or spinal stimulator and/or injection into the spinal canal, Other therapeutic procedures, Other non-OR therapeutic procedures on the musculoskeletal system or Physical therapy exercises; manipulation; and other procedures to help manage your condition.","Based on your symptoms of chronic pain, it is important to undergo medical tests such as magnetic resonance imaging (MRI), lipid panel, and physical therapy exercises to determine the cause of your pain. Additionally, medications like cannabis, choline, sorbitol, and oxycodone may be prescribed to manage your chronic pain."
22,"Doctor, I am experiencing some problems during my pregnancy lately.","I see. In order to diagnose any possible complications, we need to run a series of medical tests. The first test we need to do is a urinalysis.Patient Okay, what other medical tests do I need?","In order to provide you with the best advice, could you please specify the specific problem you are experiencing during your pregnancy?"
23,"Doctor, I have been experiencing some discomfort in my abdomen and the skin on my body seems to be turning yellow. I am worried that it may be something serious.","Alright, based on your symptoms and medical history, I suspect that you may have liver cancer. We will need to conduct a series of medical tests to confirm the diagnosis.Patient What kind of medical tests will be required?","Based on the symptoms you have described, such as abdominal discomfort and yellowing of the skin, it is important to consider the possibility of poisoning due to ethylene glycol. To confirm this diagnosis, I recommend undergoing medical tests such as Intravenous fluid replacement, Hematologic tests (Blood test), Toxicology screen, Complete blood count (Cbc), Electrocardiogram, Glucose measurement (Glucose level), and Blood alcohol testing. Additionally, treatment may involve medications like Haloperidol, Olanzapine (Zyprexa), Magnesium Sulfate, Trimethobenzamide (Tigan), Acetylcysteine, Lorazepam, Thiamine, Naloxone (Suboxone), Charcoal, Folic Acid, and Famotidine. It is important to seek medical attention promptly for further evaluation and management."
24,"Doctor, I have been having trouble breathing for the past few days. I feel like I am not able to take deep breaths and it feels like something is compressed in my chest.","Based on your symptoms, we need to perform a radiographic imaging procedure to check if you have atelectasis, which is the collapse of the lung tissue. We would need to perform various tests such as a plain x-ray (X ray), hematologic tests (Blood test), complete blood count (CBC), X-ray computed tomography (SCAN CT), and an electrocardiogram. Additionally, we may also need to administer intravenous fluid replacement.","Based on your symptoms of trouble breathing and feeling like something is compressed in your chest, it could be related to Atelectasis, Pulmonary embolism, or Heart failure. To determine the exact cause, I recommend undergoing medical tests such as Radiographic imaging procedures, Plain x-rays, Hematologic tests, Complete blood counts, CT scans, Electrocardiograms, and Intravenous fluid replacement. Additionally, medications like Pancreatin, Cefuroxime, Warfarin, Heparin, and others may be needed based on the diagnosis. It is important to consult with a healthcare professional for further evaluation and treatment."
25,"Doctor, I injured my hand and it's really painful. What tests do you recommend?","Based on your description of your injury, I would recommend a radiographic imaging procedure, also known as a plain x-ray, to determine the extent of the damage. Depending on the results, we may need to apply a splint or suture any wounds. We will also need to manage the wound care and may recommend physical therapy exercises to aid in your recovery. In addition, an occupational therapy assessment may be necessary to determine if speech therapy is needed.","In the case of a hand injury, I recommend conducting medical tests such as plain x-rays (X ray) and radiographic imaging procedures to assess the extent of the injury. Additionally, treatment may involve medications like Dapsone, Capsaicin Topical, Propoxyphene, Etanercept (Enbrel), and Etodolac."
26,"Hi doctor, I think I injured my hip while running yesterday. It hurts a lot and I have difficulty moving.","I'm sorry to hear that. Based on your symptoms, I recommend a radiographic imaging procedure, such as a plain x-ray or an X-ray computed tomography scan. This will give us a clear picture of the damage to your hip. We can also do kidney function tests and intravenous fluid replacement if needed. A CAT scan of your head is not necessary for this injury, but we can apply a splint to stabilize your hip and help with the pain.","Based on the symptoms you described, it is possible that you have injured your hip. To confirm the injury and determine the extent of the damage, I recommend undergoing medical tests such as X-ray computed tomography (Scan ct) and Plain x-ray (X ray). In the meantime, you may need medication to manage the pain and difficulty moving, such as Devil's Claw Preparation, Glucosamine, and Hydrocodone. It is important to seek medical attention for proper diagnosis and treatment."
27,"Doctor, I have been feeling very fatigued lately and my abdomen feels swollen and tender. I am also experiencing jaundice in my eyes. Could it be a liver problem?","Based on your symptoms, it is possible that you may have cirrhosis, a liver disease. We will need to run a battery of medical tests to confirm the diagnosis, including hematologic tests, complete blood count, glucose measurement, an electrolyte panel, a lipid panel, liver function tests, and hemoglobin A1c measurement.","In order to determine if you have a liver problem, I recommend conducting medical tests such as hematologic tests, complete blood count, radiographic imaging procedure, glucose measurement, electrolytes panel, and kidney function tests. Liver disease may present symptoms such as sharp abdominal pain, jaundice, upper abdominal pain, diarrhea, shortness of breath, nausea, weakness, side pain, peripheral edema, blood in stool, and unusual color or odor to urine. Medications for liver disease may include Lamivudine, Zidovudine, Pancreatin, Propranolol, Peginterferon Alfa-2B, Epoetin Alfa, and others."
28,"Doctor, I think I might have a thoracic aortic aneurysm, can you please tell me what tests I need to do?","You will need to undergo a radiographic imaging procedure along with an electrocardiogram to diagnose a thoracic aortic aneurysm. Additionally, you will also need to do hematologic tests, a complete blood count, X-ray computed tomography, glucose measurement to check your glucose level, and kidney function tests to check your kidney function.","In order to confirm whether you have a thoracic aortic aneurysm or not, I would recommend conducting radiographic imaging procedures, electrocardiograms, hematologic tests (blood tests), complete blood counts (CBC), X-ray computed tomography (CT scans), glucose measurements (glucose levels), and kidney function tests."
29,"Doctor, I was diagnosed with congenital rubella. What medical tests do I need to undergo?",You need to undergo a corneal transplant.,"In order to manage congenital rubella, you may need to undergo medical tests such as corneal transplant, transurethral resection of the prostate (TURP), coronary thrombolysis, control of epistaxis, CT scan of the abdomen, procedures on the spleen, and bone marrow transplant. Additionally, medications like Rabbit Anti-Human T-Lymphocyte Globulin (Thymoglobulin), Gemtuzumab (Mylotarg), Malathion Topical, Conjugated Estrogens Topical, Iopanoic Acid, Air, Mecamylamine, Troleandomycin, Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline), Pipecuronium (Arduan), and Grepafloxacin (Raxar) may be required for treatment."
30,"Doctor, I have been recently diagnosed with diabetic retinopathy, what tests do I need to undergo?","For your diabetic retinopathy, you will need to undergo an ophthalmic examination and evaluation, hemoglobin A1c measurement, and an ophthalmologic and otologic diagnosis and treatment. Additionally, you may also need other therapeutic procedures on eyelids, conjunctiva, cornea, repair of retinal tear, detachment, other extraocular muscle and orbit therapeutic procedures, and other intraocular therapeutic procedures based on your individual case.","In order to manage your diabetic retinopathy, you may need to undergo medical tests such as hemoglobin A1c measurement, ophthalmic examination and evaluation, and other therapeutic procedures on eyelids, conjunctiva, and cornea. Additionally, medications like Brimonidine Ophthalmic, Timolol, Gatifloxacin, and others may be prescribed for treatment."
31,"Doctor, I have been experiencing severe muscle pain, fatigue, and sleep disturbances for a few months now. I have done some research and I think I might have fibromyalgia, can you help me confirm it?","I'm sorry to hear that you've been experiencing those symptoms. Based on what you've told me, it is possible that you have fibromyalgia. In order to confirm the diagnosis, we will need to run multiple medical tests. These will include physical therapy exercises, magnetic resonance imaging (MRI), other therapeutic procedures, mammography (mammogram), depression screen (depression screening), other physical therapy, and rehabilitation, as well as a bone density scan. These tests will help us to determine the underlying cause of your symptoms and develop an effective treatment plan to manage your condition.","In order to confirm whether you have fibromyalgia or not, I would recommend conducting medical tests such as Hematologic tests, Lipid panel, Glucose measurement, Hemoglobin A1c measurement, Complete physical skin exam, Ultrasonography, and Mammography. Additionally, you may need medications like Potassium Citrate, Ursodiol, Exenatide, Alglucosidase Alfa, Levocarnitine, Fenofibric Acid, and Raltegravir."
32,"Doctor, I'm experiencing abdominal pain and I think it might be related to my bowel. Can you help me?","It is possible that you have ischemia of the bowel. To confirm the diagnosis, we need to perform some medical tests. We will need to conduct a complete blood count, a blood test to check your kidney function, glucose level tests, electrolytes panel, radiographic imaging procedures and a CT scan.","In order to determine the cause of your abdominal pain related to your bowel, I recommend consulting with a gastroenterologist for further evaluation. They may suggest tests such as a colonoscopy, stool tests, or imaging studies to diagnose any potential bowel-related issues. It is important to seek medical advice for proper diagnosis and treatment."
33,"Doctor, I have been feeling some abdominal pain with fever for the last few days. I am worried it might be peritonitis.","I'm sorry to hear that. To confirm whether or not you have peritonitis, we will need to conduct several medical tests including Hematologic tests, Radiographic imaging procedure, Complete blood count (CBC), Fluid replacement, X-ray computed tomography scan (CT scan), Kidney function tests (Kidney function tests), and Glucose measurement to check your glucose levels.","Based on your symptoms of abdominal pain and fever, peritonitis could be a possibility. To confirm this, I recommend undergoing medical tests such as hematologic tests (blood test), radiographic imaging procedures, complete blood count (CBC), intravenous fluid replacement, X-ray computed tomography (CT scan), kidney function tests, and glucose measurement. Treatment for peritonitis may involve medications like rocuronium, USP (Perdiem), sennosides, diatrizoate, iohexol (Omnipaque), cefoxitin, metronidazole, fentanyl, vancomycin, ceftazidime, Zosyn, and cinacalcet (Sensipar). It is important to consult with a healthcare professional for proper diagnosis and treatment."
34,"Doctor, I have this sharp pain in my abdomen. I think I might have injured myself.","Alright, we need to do a few tests to determine the cause of the pain. First, we will need to do a radiographic imaging procedure. We will also need to do some blood tests, including a complete blood count (CBC) and some hematology tests. Additionally, we may need to do a scan CT to get a better look at the injury. We will also do a urinalysis and kidney function tests. Based on the results, we may need to do intravenous fluid replacement.","Based on the information provided, it is possible that the sharp pain in your abdomen could be due to an injury. It is important to seek medical attention to properly assess and diagnose the cause of the pain. A physical examination and possibly imaging tests such as an ultrasound or CT scan may be necessary to determine the extent of the injury and the appropriate treatment plan. Please consult with a healthcare professional for further evaluation and management."
35,"Doctor, I have been experiencing severe pain in my abdomen, along with nausea and vomiting. I am also having trouble digesting food. ","Based on your symptoms, it sounds like you may have acute pancreatitis. To confirm this, we will need to run a series of medical tests. We will start with a blood test and a complete blood count (CBC), as well as a radiographic imaging procedure to determine the extent of the pancreatitis. We may also need to provide intravenous fluid replacement and perform kidney function tests and glucose level measurements. Additionally, a urinalysis will be necessary to check for any kidney damage.","Based on your symptoms of severe abdominal pain, nausea, vomiting, and trouble digesting food, it is possible that you may be experiencing Ileus. Ileus can cause sharp abdominal pain, nausea, and vomiting. 

To confirm the diagnosis, medical tests such as Intravenous fluid replacement, Hematologic tests (Blood test), Toxicology screen, Complete blood count (Cbc), Electrocardiogram, Glucose measurement (Glucose level), and Blood alcohol testing may be necessary. 

Additionally, medications like Haloperidol, Olanzapine (Zyprexa), Magnesium Sulfate, Trimethobenzamide (Tigan), Acetylcysteine, Lorazepam, Thiamine, Naloxone (Suboxone), Charcoal, Folic Acid, and Famotidine may be prescribed for treatment. 

It is important to consult with a healthcare professional for a proper diagnosis and treatment plan."
