ID,Question,Label,SKnowGPT,output1_precision,output1_recall,output1_f1
11,"Doctor, I have been experiencing frequent vomiting and difficulty in passing stool. I also feel full after eating a small amount of food.","Based on your symptoms, it sounds like you may have pyloric stenosis. We need to conduct several medical tests to confirm the diagnosis. We will start by ordering a radiographic imaging procedure, a complete blood count (CBC) and a blood test for kidney function. We also need to check your electrolytes panel, glucose level and replace your fluids intravenously. Patient Okay, doctor. Thank you for explaining the required medical tests. Can we start with the radiographic imaging procedure?","Based on your symptoms of frequent vomiting, difficulty passing stool, and feeling full after eating a small amount of food, it is possible that you have a condition other than gastritis. The symptoms you described could be related to gastrointestinal obstruction or inflammatory bowel disease. However, I cannot make a definitive diagnosis without further information or medical testing. It would be best to consult with a healthcare professional who can evaluate your symptoms and perform any necessary tests to determine the cause of your discomfort. The medical tests for these conditions may include imaging studies such as X-rays, CT scans, or MRI, as well as endoscopic procedures. Treatment will depend on the underlying cause of your symptoms.",0.7944861650466919,0.7984586954116821,0.7964674234390259
12,"Doctor, I have been experiencing pain in my mouth and my saliva glands seem to be swollen. I think I might have a salivary gland disorder.","In order to diagnose your condition, we will need to perform a complete physical skin exam, interview, evaluation, and consultation. Additionally, we may need to perform a biopsy or excision to examine the affected area. Diagnostic procedures may also be required on your nose, mouth, and pharynx. We should also measure your Hemoglobin A1c to check for any potential complications related to diabetes. Furthermore, physical therapy exercises may help manage your symptoms.","Based on your symptoms, it is possible that you may have a salivary gland disorder. To confirm this, diagnostic procedures on the nose, mouth, and pharynx may be required. If a salivary gland disorder is diagnosed, saliva substitutes may be prescribed to manage the condition. Please consult with a healthcare professional for further evaluation and treatment.",0.8383996486663818,0.8300886154174805,0.8342233896255493
13,"Hello doctor, I have been experiencing severe pain in my joints and stiffness in my neck and lower back. I also feel numbness and tingling sensation in my arms and legs. ","Based on your symptoms, we need to conduct a few medical tests. We'll start with a plain x-ray and radiographic imaging procedure to get a closer look at your joints and spine. After that, I recommend physical therapy exercises to help reduce the pain and stiffness. We'll also need to examine your foot and conduct other diagnostic procedures, including an interview and evaluation, to assess your overall health. In addition, we may need to apply a splint and conduct physical therapy exercises, manipulation, and other procedures to help manage your symptoms.","Based on your symptoms, it is necessary to conduct medical tests to determine if you have Lyme disease, meningitis, torticollis, or lumbago. Recommended tests include Plain x-ray and Radiographic imaging procedure. These tests will help in identifying any infection, inflammation, or other issues in your joints, neck, or lower back. Depending on the test results, appropriate treatment will be recommended.",0.8329934477806091,0.8351814150810242,0.834086000919342
14,"Doctor, I have been experiencing some unusual symptoms lately, like fatigue, weight gain and increased thirst. I'm worried I might have a metabolic disorder.","Based on your symptoms, I would recommend conducting some medical tests. We should start by performing some hematologic tests, a lipid panel, a glucose measurement, and a hemoglobin A1c measurement. Additionally, we will need to perform a complete physical skin exam, an ultrasonography, and a mammography to help diagnose your condition further. These tests will help us understand your condition better and determine an effective treatment plan for your metabolic disorder.","Based on your symptoms of fatigue and weight gain, we should consider the possibility of a metabolic disorder. Another symptom that can accompany these conditions is increased thirst. To confirm this diagnosis, it would be necessary to conduct certain medical tests, such as hematologic tests (blood test), lipid panel, glucose measurement (glucose level), and hemoglobin A1c measurement (hemoglobin A1c test).

    If a metabolic disorder is diagnosed, there are several medications that could be prescribed, including potassium citrate, ursodiol (urso), exenatide (byetta), alglucosidase alfa (myozyme), levocarnitine, fenofibric acid (trilipix), and raltegravir (isentress). However, it is important to consult with a healthcare professional for a proper evaluation and treatment plan.",0.7802364826202393,0.8623960018157959,0.8192615509033203
15,"Hi Doctor, I'm experiencing some discomfort in my vaginal area and discharge that has a foul odor. I think I might have vaginitis.","I see. To diagnose vaginitis, we will need to perform a pelvis exam and a urinalysis. We will also need to do a standard pregnancy test, a chlamydia test, an examination of your breast, and a microscopic examination of your vaginal discharge which includes a bacterial smear, culture, and toxicology. Additionally, we'll need to perform a pap smear.","Based on your symptoms, it is possible that you may have vaginitis. To confirm this diagnosis, I would recommend undergoing medical tests including a pelvis exam, urinalysis, standard pregnancy test, and microscopic examination (bacterial smear, culture, toxicology). Treatment for vaginitis may involve medications such as Clindamycin Topical Product, Boric Acid Topical, Tinidazole, Metronidazole, Fluconazole (Diflucan), Terconazole Topical, Miconazole Topical Product, and Betamethasone-Clotrimazole Topical.",0.7901298999786377,0.8575202226638794,0.822446882724762
16,"Doctor, I have been experiencing fainting, dizziness, and shortness of breath lately. My heart rate also seems to be fluctuating between fast and slow. What could be the problem?","It is possible that you may be suffering from Sick Sinus Syndrome. To confirm the diagnosis, the required medical tests include an Electrocardiogram, Ultrasonography, Echocardiography, and a Lipid panel. Additionally, we may need to conduct a diagnostic cardiac catheterization, coronary arteriography, and a depression screening.","Based on your symptoms, it is possible that you are experiencing Arrhythmia. However, other conditions such as Anemia, Angina, or Atelectasis could also cause these symptoms. To determine the cause, I would recommend medical tests including Intravenous fluid replacement, Hematologic tests (Blood test), Electrocardiogram, and Glucose measurement (Glucose level). Depending on the results, further testing or treatment may be necessary.",0.8234605193138123,0.8646528720855713,0.8435541391372681
17,"Doctor, I've been experiencing continuous ringing in my ears for the past few weeks. I'm quite worried about it. ","I see. Well, we need to do a few tests to determine the cause of your tinnitus. I recommend an ophthalmologic and otologic diagnosis and treatment for your ears. In addition, we need to conduct a Magnetic Resonance Imaging (MRI) test. It would also be helpful to perform other diagnostic procedures on your ear, nose, mouth, and throat. We may also need to do other therapeutic ear procedures or other physical therapy and rehabilitation if required. And finally, we may need to do other diagnostic and therapeutic nervous system procedures as well.","Based on your symptoms, it is possible that you have tinnitus of unknown cause. To confirm the diagnosis, I would recommend undergoing magnetic resonance imaging (MRI), diagnostic procedures on ear, and other therapeutic nervous system procedures. If diagnosed with tinnitus of unknown cause, medications such as aluminum sulfate-calcium acetate topical, almotriptan (Axert), ciclesonide nasal, dexamethasone ophthalmic, magnesium chloride, azelastine nasal, salmeterol, levocetirizine (Xyzal), ginkgo biloba extract (Ginkgo), iodoquinol, and benzalkonium chloride topical may be prescribed to help manage the condition.",0.7485101819038391,0.8194584846496582,0.7823792099952698
18,"Doctor, I have been experiencing eye pain and blurred vision, and I am afraid it might be glaucoma. What tests should I take to confirm the diagnosis?","Based on your symptoms, it is necessary to conduct an ophthalmic examination and evaluation through an eye exam. This will help us diagnose and treat any ophthalmologic or otologic condition. Further therapeutic procedures, such as diagnostic procedures on the eye, glaucoma procedures, and other intraocular therapeutic procedures, may also be needed after the initial evaluation. Additionally, lens and cataract procedures, as well as other therapeutic procedures on the eyelids, conjunctiva, and cornea may be required to address any complications stemming from the condition.","To confirm the diagnosis of glaucoma, I would recommend undergoing ophthalmic examination and evaluation, as well as diagnostic procedures on the eye. These tests will help determine the presence and severity of glaucoma.",0.8783308863639832,0.828866720199585,0.8528822064399719
19,"Doctor, I believe I have been suffering from an eating disorder for a while now. I feel like my relationship with food has become extremely unhealthy, and it's affecting my mental health as well. I often find myself obsessing over my weight and food intake, and I don't know how to stop.","It sounds like you may benefit from several medical tests to assess your condition. As a first step, psychotherapy and mental health counseling could help you work through any underlying emotional issues that may be contributing to your eating disorder. Additionally, a depression screen could help determine if any mood disorders need to be addressed. A psychological and psychiatric evaluation and therapy could provide a more comprehensive understanding of your mental health status. Lastly, an occupational therapy assessment (speech therapy) could help determine if any additional interventions, such as speech therapy, could benefit you.","It sounds like you may be dealing with an eating disorder. This can affect both your physical and mental health. I would recommend seeking help from a healthcare professional who specializes in eating disorders. They will likely want to evaluate your overall health through various medical tests such as psychotherapy, mental health counseling, depression screening, and possibly laboratory tests. Treatment may include medication and therapy to address any underlying mental health issues related to your relationship with food.",0.8495204448699951,0.83353191614151,0.8414502739906311
20,"Hi, doctor. I think I have Pyelonephritis. I've been experiencing pain in my lower back and side, fever, chills and frequent urination. ","Based on your symptoms, it is possible that you have Pyelonephritis. We will need to run some medical tests to confirm the diagnosis. We will start with an urinalysis, hematologic tests, and a complete blood count. We may also need to give you intravenous fluid replacement to help with the infection. In addition, we may need to do a radiographic imaging procedure to examine your kidneys, and kidney function tests and glucose measurement to ensure that your kidneys are functioning properly.","Based on your symptoms of lower back and side pain, fever, chills, and frequent urination, it is possible that you have pyelonephritis. To confirm this diagnosis, I would recommend medical tests including urinalysis, hematologic tests (blood test), complete blood count (CBC), intravenous fluid replacement, kidney function tests (kidney function test), and radiographic imaging procedure. If pyelonephritis is confirmed, medications such as Doripenem, Ciprofloxacin, Levofloxacin (Levaquin), Ceftriaxone, and Cefixime (Suprax) may be used for treatment.",0.822785496711731,0.8702487945556641,0.8458518385887146
21,"Doctor, I have been experiencing chronic pain for a few months now.","I'm sorry to hear that. Based on your symptoms, we need to run some medical tests. We would first require a Magnetic resonance imaging (MRI) of your affected area to get a clear picture of what is causing the pain. We would also need to perform a Lipid panel to check for any underlying conditions that might be contributing to your pain. Lastly, Physical therapy exercises (Exercises) would be required to help alleviate the pain. If required, we may also consider Insertion of catheter or spinal stimulator and/or injection into the spinal canal, Other therapeutic procedures, Other non-OR therapeutic procedures on the musculoskeletal system or Physical therapy exercises; manipulation; and other procedures to help manage your condition.","Based on your description, it does sound like you may be experiencing chronic pain. There are many potential causes of chronic pain, so it will be important to undergo a thorough diagnostic process in order to identify the specific cause in your case. This may involve one or more medical tests, such as a Magnetic Resance Imaging (MRI) scan, as well as a consideration of your medical history and any other symptoms you may be experiencing.

    Once a diagnosis has been made, your healthcare provider will be able to recommend appropriate treatment options. These may include physical therapy exercises, medications, or other interventions. Some possible medications that may be used in the treatment of chronic pain include Cannabis (Schedule I Substance), Choline, Sorbitol, Cevimeline (Evoxac), Oxycodone, Methadone, Carisoprodol (Soma), Oxymorphone (Opana), Diclofenac Topical Product, and Milnacipran (Savella). However, it is important to note that the specific medications that are recommended will depend on the underlying cause of your pain, as well as your individual health status and any other medications you may be taking.

    In general, it is important to seek medical attention if you are experiencing chronic pain, as this can be a sign of a serious underlying condition. With proper diagnosis and treatment, it is often possible to manage chronic pain effectively and improve quality of life.",0.7760175466537476,0.8086732625961304,0.7920089364051819
22,"Doctor, I am experiencing some problems during my pregnancy lately.","I see. In order to diagnose any possible complications, we need to run a series of medical tests. The first test we need to do is a urinalysis.Patient Okay, what other medical tests do I need?","Based on your symptoms, it seems like you could be experiencing some issues during your pregnancy. To ensure the health of both you and your baby, I would recommend undergoing a pelvis exam, standard pregnancy test, glucose measurement, and urinalysis. Depending on the results, your healthcare provider may prescribe certain medications to help manage any complications that arise. It's important to follow their guidance closely to ensure a healthy pregnancy.",0.7641973495483398,0.799872636795044,0.7816281318664551
23,"Doctor, I have been experiencing some discomfort in my abdomen and the skin on my body seems to be turning yellow. I am worried that it may be something serious.","Alright, based on your symptoms and medical history, I suspect that you may have liver cancer. We will need to conduct a series of medical tests to confirm the diagnosis.Patient What kind of medical tests will be required?","Based on your symptoms of abdominal discomfort and yellowing of the skin (which could indicate jaundice), I would recommend the following medical tests to determine the cause:
     1. Hematologic tests (Blood test)
     2. Complete blood count (Cbc)",0.7784278392791748,0.8204441070556641,0.7988839149475098
24,"Doctor, I have been having trouble breathing for the past few days. I feel like I am not able to take deep breaths and it feels like something is compressed in my chest.","Based on your symptoms, we need to perform a radiographic imaging procedure to check if you have atelectasis, which is the collapse of the lung tissue. We would need to perform various tests such as a plain x-ray (X ray), hematologic tests (Blood test), complete blood count (CBC), X-ray computed tomography (SCAN CT), and an electrocardiogram. Additionally, we may also need to administer intravenous fluid replacement.","Based on your symptoms, I would recommend getting a medical test done called ""Radiographic imaging procedure"" or ""Plain x-ray (X ray)"" to help determine if there is any issue with your lungs or airways that could be causing your difficulty breathing. Additionally, a ""Hematologic tests (Blood test)"" including ""Complete blood count (Cbc)"" may also be helpful in making a diagnosis. The specific treatment will depend on the underlying cause of your symptoms, but may include medications such as bronchodilators, corticosteroids, or antibiotics.",0.8464194536209106,0.8684226870536804,0.857279896736145
25,"Doctor, I injured my hand and it's really painful. What tests do you recommend?","Based on your description of your injury, I would recommend a radiographic imaging procedure, also known as a plain x-ray, to determine the extent of the damage. Depending on the results, we may need to apply a splint or suture any wounds. We will also need to manage the wound care and may recommend physical therapy exercises to aid in your recovery. In addition, an occupational therapy assessment may be necessary to determine if speech therapy is needed.","Based on your description of a hand injury, I would recommend getting a plain x-ray or radiographic imaging procedure done to assess the extent of the injury. This will help determine if there are any fractures or other damage that may require further treatment.",0.9084105491638184,0.8553133010864258,0.8810626864433289
26,"Hi doctor, I think I injured my hip while running yesterday. It hurts a lot and I have difficulty moving.","I'm sorry to hear that. Based on your symptoms, I recommend a radiographic imaging procedure, such as a plain x-ray or an X-ray computed tomography scan. This will give us a clear picture of the damage to your hip. We can also do kidney function tests and intravenous fluid replacement if needed. A CAT scan of your head is not necessary for this injury, but we can apply a splint to stabilize your hip and help with the pain.","Based on your symptoms, it is possible that you have injured your hip. To confirm this, I would recommend getting a plain x-ray (X ray) and possibly a radiographic imaging procedure. Depending on the severity of the injury, medications such as Devil's Claw Preparation, Gadoteridol (Prohance), Malathion Topical, Glucosamine, Rosiglitazone (Avandia), Hydroxychloroquine (Plaquenil), Calcium Acetate, Metaxalone (Skelaxin), and Hydrocodone may be prescribed. Please rest and avoid putting weight on the affected hip.",0.7779098153114319,0.8325387239456177,0.804297685623169
27,"Doctor, I have been feeling very fatigued lately and my abdomen feels swollen and tender. I am also experiencing jaundice in my eyes. Could it be a liver problem?","Based on your symptoms, it is possible that you may have cirrhosis, a liver disease. We will need to run a battery of medical tests to confirm the diagnosis, including hematologic tests, complete blood count, glucose measurement, an electrolyte panel, a lipid panel, liver function tests, and hemoglobin A1c measurement.","Based on your symptoms of fatigue, swollen abdomen, and jaundice in your eyes, it is possible that you could have a liver problem, such as liver disease. To confirm this, I would recommend undergoing medical tests including hematologic tests (blood test), complete blood count (CBC), radiographic imaging procedure, glucose measurement (glucose level), electrolytes panel, kidney function tests (kidney function test), and urinalysis. If liver disease is diagnosed, medications such as Lamivudine, Zidovudine, Pancreatin, Stavudine (Zerit), Kaletra, Atazanavir (Reyataz), Spironolactone, Lactulose, Ursodiol (Urso), Nadolol, Tacrolimus (Prograf), and Ritonavir (Norvir) may be prescribed.",0.7920043468475342,0.8963205814361572,0.8409397602081299
28,"Doctor, I think I might have a thoracic aortic aneurysm, can you please tell me what tests I need to do?","You will need to undergo a radiographic imaging procedure along with an electrocardiogram to diagnose a thoracic aortic aneurysm. Additionally, you will also need to do hematologic tests, a complete blood count, X-ray computed tomography, glucose measurement to check your glucose level, and kidney function tests to check your kidney function.","To confirm a diagnosis of thoracic aortic aneurysm, I would recommend undergoing radiographic imaging procedures, an electrocardiogram, and possibly a scan CT. Additionally, hematologic tests (blood test), a complete blood count (CBC), glucose measurement (glucose level), and kidney function tests (kidney function test) may be necessary.",0.9052122235298157,0.8982788920402527,0.9017322659492493
29,"Doctor, I was diagnosed with congenital rubella. What medical tests do I need to undergo?",You need to undergo a corneal transplant.,"Based on the additional medical knowledge provided, if you have been diagnosed with congenital rubella, your healthcare provider may recommend medical tests such as corneal transplant, transurethral resection of the prostate (TURP), CT scan of the abdomen, and bone marrow transplant. These tests will help assess any complications related to congenital rubella.

    Additionally, depending on your condition, your healthcare provider may consider prescribing medications such as Rabbit Anti-Human T-Lymphocyte Globulin (Thymoglobulin), Gemtuzumab (Mylotarg), Malathion Topical, Conjugated Estrogens Topical, Iopanoic Acid, Troleandomycin, Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline), Pipecuronium (Arduan), and Grepafloxacin (Raxar). It is essential to consult with your healthcare provider for appropriate evaluation and management.",0.6462036371231079,0.8311209678649902,0.7270891666412354
30,"Doctor, I have been recently diagnosed with diabetic retinopathy, what tests do I need to undergo?","For your diabetic retinopathy, you will need to undergo an ophthalmic examination and evaluation, hemoglobin A1c measurement, and an ophthalmologic and otologic diagnosis and treatment. Additionally, you may also need other therapeutic procedures on eyelids, conjunctiva, cornea, repair of retinal tear, detachment, other extraocular muscle and orbit therapeutic procedures, and other intraocular therapeutic procedures based on your individual case.","Based on your diagnosis of diabetic retinopathy, your healthcare provider will likely recommend an ophthalmic examination and evaluation to assess the severity of the condition. They may also request a Hemoglobin A1c measurement to evaluate your average blood sugar levels over the past few months. Depending on the results, you may need additional treatments such as repair of retinal tear or detachment. Your healthcare provider may also consider medication such as Brimonidine Ophthalmic, Timolol, Gatifloxacin (Zymar), Latanoprost, Rosiglitazone (Avandia), Bevacizumab (Avastin), Prednisolone Ophthalmic, Insulin, Insulin Glargine (Lantus), Tropicamide Ophthalmic, Phenylephrine (Duramax), or Aspart, Human (Novolog) to help manage your condition. It's important to follow up regularly with your healthcare provider to monitor the progression of the disease and adjust treatment as necessary.",0.7776635885238647,0.8748022317886353,0.823377788066864
31,"Doctor, I have been experiencing severe muscle pain, fatigue, and sleep disturbances for a few months now. I have done some research and I think I might have fibromyalgia, can you help me confirm it?","I'm sorry to hear that you've been experiencing those symptoms. Based on what you've told me, it is possible that you have fibromyalgia. In order to confirm the diagnosis, we will need to run multiple medical tests. These will include physical therapy exercises, magnetic resonance imaging (MRI), other therapeutic procedures, mammography (mammogram), depression screen (depression screening), other physical therapy, and rehabilitation, as well as a bone density scan. These tests will help us to determine the underlying cause of your symptoms and develop an effective treatment plan to manage your condition.","Based on your symptoms of severe muscle pain and fatigue, it is possible that you may have fibromyalgia. However, it is important to consult with a healthcare professional for a proper diagnosis. There are no specific medical tests for fibromyalgia, but a thorough examination and evaluation by a healthcare professional is required. Medications such as Potassium Citrate, Ursodiol (Urso), Exenatide (Byetta), Alglucosidase Alfa (Myozyme), Levocarnitine, Fenofibric Acid (Trilipix), Raltegravir (Isentress) may be considered for treatment, depending on the individual patient's needs and the judgement of the healthcare professional.",0.785349428653717,0.7976483106613159,0.791451096534729
32,"Doctor, I'm experiencing abdominal pain and I think it might be related to my bowel. Can you help me?","It is possible that you have ischemia of the bowel. To confirm the diagnosis, we need to perform some medical tests. We will need to conduct a complete blood count, a blood test to check your kidney function, glucose level tests, electrolytes panel, radiographic imaging procedures and a CT scan.","To investigate the cause of your abdominal pain, we should consider potential bowel-related conditions. However, the additional information does not provide specific tests or treatments for this. It's recommended to consult with a healthcare professional who can evaluate your condition and recommend appropriate tests or treatments if necessary.",0.8072085976600647,0.8098021149635315,0.8085033297538757
33,"Doctor, I have been feeling some abdominal pain with fever for the last few days. I am worried it might be peritonitis.","I'm sorry to hear that. To confirm whether or not you have peritonitis, we will need to conduct several medical tests including Hematologic tests, Radiographic imaging procedure, Complete blood count (CBC), Fluid replacement, X-ray computed tomography scan (CT scan), Kidney function tests (Kidney function tests), and Glucose measurement to check your glucose levels.","Based on your symptoms of sharp abdominal pain and fever, it is possible that you may have peritonitis. In order to confirm this diagnosis, I would recommend undergoing medical tests such as hematologic tests (blood tests), complete blood count (CBC), intravenous fluid replacement, and radiographic imaging procedures. If peritonitis is confirmed, treatment may involve medications such as antibiotics and possibly surgery. It is important to seek medical attention promptly if you suspect you may have peritonitis.",0.8482617139816284,0.8665951490402222,0.8573304414749146
34,"Doctor, I have this sharp pain in my abdomen. I think I might have injured myself.","Alright, we need to do a few tests to determine the cause of the pain. First, we will need to do a radiographic imaging procedure. We will also need to do some blood tests, including a complete blood count (CBC) and some hematology tests. Additionally, we may need to do a scan CT to get a better look at the injury. We will also do a urinalysis and kidney function tests. Based on the results, we may need to do intravenous fluid replacement.","I would recommend getting a medical examination to determine if there is an injury causing your sharp abdominal pain. Depending on the diagnosis, intravenous fluid replacement may be necessary.",0.8447650671005249,0.7907470464706421,0.8168639540672302
